# Lab moves data
# format: space seperated values
# from  TO[room]  distance
# anchor first
# Distance is rooms away (doors)
# must be linked in a path
111
111 112 1
112 113 1
112 116 1
111 126 7
126 130 1
111 136 2
136 147 7
147 148 1
148 149 1

